id,title,description,attribution,"data_fields.Publisher","data_fields.tags","data.data_organization","data.data_filename"
"9ab47cea-fa16-49ad-b158-12c772730b57","TAX 12-2012 LIQUID FUEL RATE SCHEDULE","SCHEDULE OF TAX RATES PER GALLON              
(Effective July 1, 2010)              
(Fuel Tax rates in cents per gallon)","TAX 12-2012 LIQUID FUEL RATE SCHEDULE (https://catalog.data.gov/dataset/9ab47cea-fa16-49ad-b158-12c772730b57) is licensed under CC0 1.0 (https://creativecommons.org/publicdomain/zero/1.0/)","data.hawaii.gov","[""fuel"",""rate"",""tax""]","[""State of Hawaii"",""State of Hawaii"",""State of Hawaii"",""State of Hawaii""]","[""1f20da96e6beb1c53938dcb143a956b3b988f21e66608288bace515df279805b.text.csv"",""f19cfacd142378fe8f378f8263b4a55fae99eefe297bdeb455d4eb0486094b0a.application.rdf+xml"",""f60809c11177e0e6a3cb3b303e4615c0a75a2640793af48d05abf292ac687e16.application.json"",""197ae07e3703f396e3457f28c0a86da2c8e0aa047fc804e45725c8068a269b9b.text.xml""]"
"9ae278d8-3104-494f-9c4b-20af6822ac56","PBGC Amount in Pay Per State for US and US Territories Single-Employer Program","Provides customer counts and amounts paid to customers in the calendar year for customers of pension plans trusteed by the PBGC under its single-employer program by state (US territory) and congressional district. (Updated annually)","PBGC Amount in Pay Per State for US and US Territories Single-Employer Program (https://catalog.data.gov/dataset/9ae278d8-3104-494f-9c4b-20af6822ac56) is licensed under U.S. Government Work (http://www.usa.gov/publicdomain/label/1.0/)","Pension Benefit Guaranty Corporation","[""congressional-district"",""payments"",""pbgc"",""pension"",""single-employer""]","Pension Benefit Guaranty Corporation","ef73c1686c8f8f31079c6d76b225840531b55b29e8107e04552688846c601761.text.csv"
"9b16618a-f961-476c-a6df-899b306154fe","DBEDT Hawaii De Facto Population By County 2000-2010","DBEDT Hawaii De Facto Population By County 2000-2010","DBEDT Hawaii De Facto Population By County 2000-2010 (https://catalog.data.gov/dataset/9b16618a-f961-476c-a6df-899b306154fe) is licensed under CC BY 3.0 (https://creativecommons.org/licenses/by/3.0/)","data.hawaii.gov","[""people"",""population""]","[""State of Hawaii"",""State of Hawaii"",""State of Hawaii"",""State of Hawaii""]","[""4ce7ae06cf8b0c008ca832576b9f363220f4d66b2543627b5268eff0a35a06a9.text.csv"",""33b9d3b08c4c74d39d3955d23d80ba4af7950fbeba8d3f5633e1978837cd9bdf.application.rdf+xml"",""954e605b09ea5b57bd643a3ccfccacb7f7da82e1f9517a23fdb0b3a7b071397c.application.json"",""3474dcf5305bdc54d5a36e0c355615a4afebb66448daabb8b37a3aa5e337bf98.text.xml""]"
"9b3b6895-e206-4f50-9843-349ee9d602e2","Surficial Sediment Data Collected During U.S. Geological Survey (USGS) Cruise R/V RAFAEL 2013-005-FA in H12298 Study Area in Block Island Sound (2013-005_298SEDDATA.SHP)","The U.S. Geological Survey (USGS), in cooperation with the National Oceanic and Atmospheric Administration (NOAA), is producing detailed geologic maps of the coastal sea floor. Bathymetric and sidescan-sonar data, originally collected by NOAA for charting purposes, provide a framework for research and management activities along western Block Island Sound, show the composition and terrain of the seabed, and provide information on sediment transport and benthic habitat. During June 2013, bottom photographs and surficial sediment data were acquired as part of a ground-truth reconnaissance survey of this area. Interpretations were derived from the multibeam-echosounder, sidescan-sonar, sedimentary, and photographic data collected in Block Island Sound. For more information on the ground-truth survey see https://cmgds.marine.usgs.gov/fan_info.php?fan=2013-005-FA.","Surficial Sediment Data Collected During U.S. Geological Survey (USGS) Cruise R/V RAFAEL 2013-005-FA in H12298 Study Area in Block Island Sound (2013-005_298SEDDATA.SHP) (https://catalog.data.gov/dataset/9b3b6895-e206-4f50-9843-349ee9d602e2) is licensed under U.S. Government Work (http://www.usa.gov/publicdomain/label/1.0/)",,"[""north america"",""r/v rafael"",""esri point shapefile"",""sediment samples"",""block island sound"",""sea-floor characteristics"",""marine geology"",""woods hole coastal and marine science center"",""sea floor"",""sediment data"",""new york"",""surficial sediment classification"",""gravel"",""van veen grab sampler"",""ground-truth"",""fishers island"",""coastal and marine geology program"",""northeast united states"",""u.s. geological survey"",""geospatial datasets"",""usgs"",""seaboss"",""atlantic ocean"",""united states"",""sediments"",""stations"",""field activity number 2013-005-fa"",""gravelly sediment"",""grain-size analysis"",""sand"",""cmgp"",""navigational data"",""whcmsc""]","[""Department of the Interior"",""Department of the Interior""]","[""5f876d74b5c3289287bdf6b5383652e044d21df6096d2502e469e16ee5cfe76a.application.vnd.ms-excel"",""3547c5d06047432694c02ee30ee09ed0b3f1fb56516971c94521d34fa6e5020c.text.csv""]"
"9b63200c-764d-4887-a385-84ac1e0862eb","NNDSS - Table II. Chlamydia to Coccidioidomycosis","NNDSS - Table II. Chlamydia to Coccidioidomycosis - 2015.
   In this Table, all conditions with a 5-year average annual national total of more than or equals 1,000 cases but less than or equals 10,000 cases will be displayed (≥ 1,000 and ≤ 10,000). The Table includes total number of cases reported in the United States, by region and by states, in accordance with the current method of displaying MMWR data.  Data on United States exclude counts from US territories.
   Note:
   These are provisional cases of selected national notifiable diseases, from the National Notifiable Diseases Surveillance System (NNDSS). NNDSS data reported by the 50 states, New York City, the District of Columbia, and the U.S. territories are collated and published weekly as numbered tables printed in the back of the Morbidity and Mortality Weekly Report (MMWR). Cases reported by state health departments to CDC for weekly publication are provisional because of ongoing revision of information and delayed reporting.
   Case counts in this table are presented as they were published in the MMWR issues. Therefore, numbers listed in later MMWR weeks may reflect changes made to these counts as additional information becomes available.
   Footnotes:
   C.N.M.I.: Commonwealth of Northern Mariana Islands.
   U: Unavailable.    -: No reported cases.    N: Not reportable.    NN: Not Nationally Notifiable.    NP: Nationally notifiable but not published.    Cum: Cumulative year-to-date counts.    Med: Median.    Max: Maximum.
   * Three low incidence conditions, rubella, rubella congenital, and tetanus, have been moved to Table 2 to facilitate case count verification with reporting jurisdictions.
   † Case counts for reporting years 2014 and 2015 are provisional and subject to change. For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesS.... Data for TB are displayed in Table IV, which appears quarterly.","NNDSS - Table II. Chlamydia to Coccidioidomycosis (https://catalog.data.gov/dataset/9b63200c-764d-4887-a385-84ac1e0862eb) is licensed under U.S. Government Work (http://www.usa.gov/publicdomain/label/1.0/)","Centers for Disease Control and Prevention","[""2015"",""chlamydia-trachomatis-infection"",""coccidioidomycosis"",""mmwr"",""nedss"",""netss"",""nndss"",""wonder""]","[""U.S. Department of Health & Human Services"",""U.S. Department of Health & Human Services"",""U.S. Department of Health & Human Services"",""U.S. Department of Health & Human Services""]","[""1037866d7a8b3c650539714ebc5075aeaed6cd3fbf7600215b3a46a6b316cd3b.text.csv"",""3235ede43adc5dcfa86503e287c9d2ca971be80834f34a86a39d7ea24ee0c129.application.rdf+xml"",""acbedf241e9702216cbaa6ecfd3dae98c2969f14c389f4a6836ef6f65ae3d450.application.json"",""4bb1226b427e2fc7f0e707a82f38dfb07225cb2e631c4e43c71a73e3f69ad2cb.text.xml""]"
"9b66ef16-4a93-47a0-ad8f-6161af1de2de","Baltimore Arts Organizations","Baltimore Arts Organizations","Baltimore Arts Organizations (https://catalog.data.gov/dataset/9b66ef16-4a93-47a0-ad8f-6161af1de2de) is licensed under CC BY 3.0 (https://creativecommons.org/licenses/by/3.0/)","data.baltimorecity.gov","[""art"",""dance"",""literature"",""music"",""photography"",""theater""]","[""City of Baltimore"",""City of Baltimore"",""City of Baltimore"",""City of Baltimore""]","[""0c66b13700162cf25fb8ce7b0d4ed200e06645f54fe828ed5c0e26995f826762.text.csv"",""2abf040dc4de08751ec024d8aa8762864b364819ea5a747b610c5078f20eb713.application.rdf+xml"",""029c794da07a5d060d88588224e2679dfd263a6974f17618cba257a5dd30784a.application.json"",""c87e814996c8d0b05352628917ffdb094016aaf240bcf01a006ad7384c672810.text.xml""]"
"9b850686-9634-4875-a313-48fad85964a7","Outgassing Db","This tenth compilation of outgassing data of materials intended for spacecraft use supersedes Reference Publication 1124, Revision 3, September 1993. The data were obtained at the Goddard Space Flight Center (GSFC), utilizing equipment developed at Stanford Research Institute (SRI) under contract to the Jet Propulsion Laboratory (JPL).","Outgassing Db (https://catalog.data.gov/dataset/9b850686-9634-4875-a313-48fad85964a7) is licensed under U.S. Government Work (http://www.usa.gov/publicdomain/label/1.0/)",NASA,"[""material-science"",""outgassing""]","[""National Aeronautics and Space Administration"",""National Aeronautics and Space Administration"",""National Aeronautics and Space Administration"",""National Aeronautics and Space Administration""]","[""3e755cbd18611d740688d518a75089b0d0f48481cc22f0eed84913764fddc8f6.text.csv"",""288307c743026f1b08db613deaca5692f833b541be884509a4b2c992886bf952.application.rdf+xml"",""1b8c402a26fc8fceeb831685eebacbb38d36a33f2c60a3423c423772faf51cb3.application.json"",""dd03bcbab774986c47196030f913c827f056171c07703ef35b164dcb1eb9bf1b.text.xml""]"
"9b86cc62-e289-4767-962e-b4c2d91245d9","WISE NEA/COMET DISCOVERY STATISTICS","These tables show discovery statistics for NEAs and comets discovered by NASA's WISE mission - now renamed to NEOWISE. The first small table shows the number of NEAs, PHAs (a sub-group of NEAs), and comets discovered to-date (within a day or two). The second table shows each object discovered, sorted by designation, with selected parameters describing the object's orbit.

http://neo.jpl.nasa.gov/stats/wise/","WISE NEA/COMET DISCOVERY STATISTICS (https://catalog.data.gov/dataset/9b86cc62-e289-4767-962e-b4c2d91245d9) is licensed under U.S. Government Work (http://www.usa.gov/publicdomain/label/1.0/)","Alan Chamberlin","[""airburstvisual"",""data-visualization"",""intermediate"",""model"",""outerspace"",""platform"",""spaceapps""]","[""National Aeronautics and Space Administration"",""National Aeronautics and Space Administration"",""National Aeronautics and Space Administration"",""National Aeronautics and Space Administration""]","[""837286ccda8634e133f3de8c2b06d6839351609b08323c6198e62be8b440164b.text.csv"",""bc0407780f05e6302e45ea2e14c04a8c67cf54fa122423a1a509a7ba9a1b6b05.application.rdf+xml"",""e989c7d4f71496aec6b5f1aa864606ed126960734e519fc77f8ffae23281282c.application.json"",""9ec3db053cf097e0c477ae8c6cdbe2bf64afca6dbc4d750df75d0d83b7a99630.text.xml""]"
"9bae42fa-0ace-47bb-8c9e-d787f01cda68","NNDSS - Table 1B. Arboviral diseases, Jamestown Canyon to Powassan","NNDSS - Table 1B. Arboviral diseases, neuroinvasive and non-neuroinvasive, Jamestown Canyon virus disease to Powassan virus disease - 2019. In this Table, provisional cases of notifiable diseases are displayed for United States, U.S. territories, and Non-U.S. residents.
Note:
This table contains provisional cases of national notifiable diseases from the National Notifiable Diseases Surveillance System (NNDSS). NNDSS data from the 50 states, New York City, the District of Columbia and the U.S. territories are collated and published weekly on the NNDSS Data and Statistics web page (https://wwwn.cdc.gov/nndss/data-and-statistics.html). Cases reported by state health departments to CDC for weekly publication are provisional because of the time needed to complete case follow-up. Therefore, numbers presented in later weeks may reflect changes made to these counts as additional information becomes available. The national surveillance case definitions used to define a case are available on the NNDSS web site at https://wwwn.cdc.gov/nndss/. Information about the weekly provisional data and guides to interpreting data are available at: https://wwwn.cdc.gov/nndss/infectious-tables.html.
Footnotes:
U: Unavailable — The reporting jurisdiction was unable to send the data to CDC or CDC was unable to process the data.
-: No reported cases — The reporting jurisdiction did not submit any cases to CDC.
N: Not reportable — The disease or condition was not reportable by law, statute, or regulation in the reporting jurisdiction.
NN: Not nationally notifiable — This condition was not designated as being nationally notifiable.
NP: Nationally notifiable but not published — CDC does not have data because of changes in how conditions are categorized.
Cum: Cumulative year-to-date counts.
Max: Maximum — Maximum case count during the previous 52 weeks.
 Case counts for reporting years 2018 and 2019 are provisional and subject to change. Cases are assigned to the reporting jurisdiction submitting the case to NNDSS, if the case's country of usual residence is the US, a US territory, unknown, or null (i.e. country not reported); otherwise, the case is assigned to the 'Non-US Residents' category. For further information on interpretation of these data, see https://wwwn.cdc.gov/nndss/document/Users_guide_WONDER_tables_cleared_fi....
   † Previous 52 week maximum and cumulative YTD are determined from periods of time when the condition was reportable in the jurisdiction (i.e., may be less than 52 weeks of data or incomplete YTD data).","NNDSS - Table 1B. Arboviral diseases, Jamestown Canyon to Powassan (https://catalog.data.gov/dataset/9bae42fa-0ace-47bb-8c9e-d787f01cda68) is licensed under U.S. Government Work (http://www.usa.gov/publicdomain/label/1.0/)","Centers for Disease Control and Prevention","[""2019"",""arboviral-diseases"",""jamestown-canyon-virus-disease"",""la-crosse-virus-disease"",""nedss"",""netss"",""nndss"",""powassan-virus-disease"",""wonder""]","[""U.S. Department of Health & Human Services"",""U.S. Department of Health & Human Services"",""U.S. Department of Health & Human Services""]","[""3a4ba3710fbba34cf858d0b99993aaf446aa06e369548800474b4c800dd014c4.text.csv"",""682d2616edfc36c4ab8fdf726a23dc65601d4340585c106dde18d15502b3931b.application.rdf+xml"",""5fd866a2cf788b1ca682a966d9b741871a90c7c691e69d0d5f54a510d64278f1.application.json""]"
"9be44e49-b8a9-4450-9fa3-2d3a08501a30",Penalties,"A list of the fines and payment denials currently displayed on Nursing Home Compare.","Penalties (https://catalog.data.gov/dataset/9be44e49-b8a9-4450-9fa3-2d3a08501a30) is licensed under U.S. Government Work (http://www.usa.gov/publicdomain/label/1.0/)","Centers for Medicare & Medicaid Services","[""enforcement"",""nhc"",""nursing-home"",""penalties""]","[""U.S. Department of Health & Human Services"",""U.S. Department of Health & Human Services"",""U.S. Department of Health & Human Services""]","[""60fe9dfeeaf8d85a88efcdcfa4bb6170e3697f405d6e85cf44466a82465e743e.text.csv"",""b862a94f1c915018790cde43a188ebbae88529885da669ea18f3753117608f6e.application.rdf+xml"",""d978fef6da459cecba4d0b2e8a66d96f394aaaf9a232c814109bf15b34e960e1.application.json""]"
"9becdf30-da0b-4a6a-ade0-7fc7b3436829","El Pueblo Tours","The number of tours provided by the Angelitas del Pueblo of the historic monument.","El Pueblo Tours (https://catalog.data.gov/dataset/9becdf30-da0b-4a6a-ade0-7fc7b3436829) is licensed under CC0 1.0 (https://creativecommons.org/publicdomain/zero/1.0/)","data.lacity.org",tours,"[""City of Los Angeles"",""City of Los Angeles"",""City of Los Angeles"",""City of Los Angeles""]","[""59d9af482f2f58c92ad73ee805498e4786f525647b1fb72d8a8c9e9093856458.text.csv"",""9e5b0405b2f9ab4609f9b2cdfaaa7ec992ab35bf6a51b7bff294c4859c9a6f56.application.rdf+xml"",""44c5c1de4b4afb5941af7379f8942291400e2a8b55315519b12c5a185c2242a8.application.json"",""7d72863119a84c129054be8e0c38292d815dd311d188394a2feb29f77288e2ce.text.xml""]"
"9c03a575-87a7-40bd-b67d-e647241f2da7","NNDSS - TABLE 1FF. Severe acute respiratory syndrome-associated coronavirus disease to Shigellosis","NNDSS - TABLE 1FF. Severe acute respiratory syndrome-associated coronavirus disease to Shigellosis - 2019. In this Table, provisional cases of notifiable diseases are displayed for United States, U.S. territories, and Non-U.S. residents.
Note:
This table contains provisional cases of national notifiable diseases from the National Notifiable Diseases Surveillance System (NNDSS). NNDSS data from the 50 states, New York City, the District of Columbia and the U.S. territories are collated and published weekly on the NNDSS Data and Statistics web page (https://wwwn.cdc.gov/nndss/data-and-statistics.html). Cases reported by state health departments to CDC for weekly publication are provisional because of the time needed to complete case follow-up. Therefore, numbers presented in later weeks may reflect changes made to these counts as additional information becomes available. The national surveillance case definitions used to define a case are available on the NNDSS web site at https://wwwn.cdc.gov/nndss/. Information about the weekly provisional data and guides to interpreting data are available at: https://wwwn.cdc.gov/nndss/infectious-tables.html.
Footnotes:
U: Unavailable — The reporting jurisdiction was unable to send the data to CDC or CDC was unable to process the data.
-: No reported cases — The reporting jurisdiction did not submit any cases to CDC.
N: Not reportable — The disease or condition was not reportable by law, statute, or regulation in the reporting jurisdiction.
NN: Not nationally notifiable — This condition was not designated as being nationally notifiable.
NP: Nationally notifiable but not published — CDC does not have data because of changes in how conditions are categorized.
Cum: Cumulative year-to-date counts.
Max: Maximum — Maximum case count during the previous 52 weeks.
 Case counts for reporting years 2018 and 2019 are provisional and subject to change. Cases are assigned to the reporting jurisdiction submitting the case to NNDSS, if the case's country of usual residence is the US, a US territory, unknown, or null (i.e. country not reported); otherwise, the case is assigned to the 'Non-US Residents' category. For further information on interpretation of these data, see https://wwwn.cdc.gov/nndss/document/Users_guide_WONDER_tables_cleared_fi....
   † Previous 52 week maximum and cumulative YTD are determined from periods of time when the condition was reportable in the jurisdiction (i.e., may be less than 52 weeks of data or incomplete YTD data).","NNDSS - TABLE 1FF. Severe acute respiratory syndrome-associated coronavirus disease to Shigellosis (https://catalog.data.gov/dataset/9c03a575-87a7-40bd-b67d-e647241f2da7) is licensed under U.S. Government Work (http://www.usa.gov/publicdomain/label/1.0/)","Centers for Disease Control and Prevention","[""2019"",""nedss"",""netss"",""nndss"",""severe-acute-respiratory-syndrome-associated-coronavirus-disease"",""shiga-toxin-producing-escherichia-coli"",""shigellosis"",""wonder""]","[""U.S. Department of Health & Human Services"",""U.S. Department of Health & Human Services"",""U.S. Department of Health & Human Services""]","[""ef3cb2636afd2925a2d35e345ee4a9d4776e909ae348802e5d5d4c999dc8d166.text.csv"",""c001ee79de9f04004499107779cff3490c21ff6f10115e55fedb5b8f6d7c345b.application.rdf+xml"",""b589e6b9367065eb0f5b356dfd83853f8cf10f7d43a6d66dc60c3fa5f3ad904a.application.json""]"
"9c2c0aff-1149-462e-b243-4a2b783cc26d","Complications and Deaths - National","Complications and deaths - national data. This data set includes national-level data for the hip/knee complication measure, the CMS Patient Safety Indicators, and 30-day death rates.","Complications and Deaths - National (https://catalog.data.gov/dataset/9c2c0aff-1149-462e-b243-4a2b783cc26d) is licensed under U.S. Government Work (http://www.usa.gov/publicdomain/label/1.0/)","Centers for Medicare & Medicaid Services","[""complications"",""hospital-compare""]","[""U.S. Department of Health & Human Services"",""U.S. Department of Health & Human Services"",""U.S. Department of Health & Human Services""]","[""90b5b71c989d46b4e6c1eb45a419a340db6e972f12a60110b613e924cc5608f2.text.csv"",""65542b2f63fc89eff3467950d08a6228b7eb3893c3734b1b00a8c707a8b17c69.application.rdf+xml"",""1940443479850bd405b779a2ce9c89652d4509649eeff7f88ca06d2f8d66c6ae.application.json""]"
"9c449bbd-5619-47dd-b236-859b354d43a2","SF Development Pipeline 2012 Q2","Snapshot of San Francisco Development Pipeline. Tracking of construction and entitlement activity based on data from Dept of Building Inspection's Permit Tracking and the Planning Department's Case Tracking enterprise databases, processed quarterly.","SF Development Pipeline 2012 Q2 (https://catalog.data.gov/dataset/9c449bbd-5619-47dd-b236-859b354d43a2) is licensed under PDDL (https://opendatacommons.org/licenses/pddl/1.0/)","data.sfgov.org","[""commercial"",""development"",""growth"",""housing"",""pipeline""]","[""City of San Francisco"",""City of San Francisco"",""City of San Francisco"",""City of San Francisco""]","[""ec78ab1aa1ae1b4043a2cdee4f3562aa8216637f01dda3ba3417c8da2a5cfdc0.text.csv"",""a8bcc789dc80ae55bc768000885c96b48977915629b595f72feeb38101d69b46.application.rdf+xml"",""8f010127bac9faf54d8a50e5c269479e9b7281487d8cec3ec7e7ea927caa1f60.application.json"",""be2920c2fe1d60cd1d225fcf0ba0a37625e1fd2b18778aad4c54cbbc1eb4e9f5.text.xml""]"
"9c611a10-559b-4c59-855f-3349618b2783","Historic Zoning Districts - 2006","Zoning Districts from 2006.  Part of the San Francisco Planning Code.  Data is a zipped GIS shapefile.","Historic Zoning Districts - 2006 (https://catalog.data.gov/dataset/9c611a10-559b-4c59-855f-3349618b2783) is licensed under PDDL (https://opendatacommons.org/licenses/pddl/1.0/)","data.sfgov.org","[""planning"",""shapefile"",""zoning""]","[""City of San Francisco"",""City of San Francisco"",""City of San Francisco"",""City of San Francisco""]","[""65719842856410c6772e0be741b5a5693d7e3215e1a27c81165de12eb9d3e9f9.text.csv"",""da7368e51cb46be95edfacd19c5290eb488b777f6b713d2cb8d6029f20701a4d.application.rdf+xml"",""1778c7cebc1d5d4c59107720689483727e32d66ac34c55429311c3b161db15fe.application.json"",""d299764c393ada061f45cfc0042804365b7ea7f9c6eeef715c8fa6d402b8523f.text.xml""]"
"9c812aab-c38b-498c-989d-84b5176372f8","Bighorn Sheep Primary Range","This data layer depicts North Dakota Game and Fish Department Bighorn Sheep Primary Range Map.
   The purpose of the data is to provide a comprehensive list and spatial location of North Dakota Bighorn Sheep Primary Range Map. This dataset is primarily used as a framework data layer for use in GIS and other mapping applications and does not represent a land survey of the primary range.
   Constraints:
   Not to be used for navigation, for informational purposes only. See Game and Fish disclaimer for more information.","Bighorn Sheep Primary Range (https://catalog.data.gov/dataset/9c812aab-c38b-498c-989d-84b5176372f8) is licensed under CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/)","Game and Fish Department","[""biota"",""environment"",""ndgf"",""range""]","State of North Dakota","0a6f0bc060c9e5b0fdd929e4b54aeef698c3f215f33cbb05b67af8a1954c33bb.text.csv"
"9c9770c4-778a-4551-9bf9-a5997d2708bb","NNDSS - TABLE 1CC. Rabies, Animal to Rabies, Human","NNDSS - TABLE 1CC. Rabies, Animal to Rabies, Human - 2019. In this Table, provisional cases of notifiable diseases are displayed for United States, U.S. territories, and Non-U.S. residents.
Note:
This table contains provisional cases of national notifiable diseases from the National Notifiable Diseases Surveillance System (NNDSS). NNDSS data from the 50 states, New York City, the District of Columbia and the U.S. territories are collated and published weekly on the NNDSS Data and Statistics web page (https://wwwn.cdc.gov/nndss/data-and-statistics.html). Cases reported by state health departments to CDC for weekly publication are provisional because of the time needed to complete case follow-up. Therefore, numbers presented in later weeks may reflect changes made to these counts as additional information becomes available. The national surveillance case definitions used to define a case are available on the NNDSS web site at https://wwwn.cdc.gov/nndss/. Information about the weekly provisional data and guides to interpreting data are available at: https://wwwn.cdc.gov/nndss/infectious-tables.html.
Footnotes:
U: Unavailable — The reporting jurisdiction was unable to send the data to CDC or CDC was unable to process the data.
-: No reported cases — The reporting jurisdiction did not submit any cases to CDC.
N: Not reportable — The disease or condition was not reportable by law, statute, or regulation in the reporting jurisdiction.
NN: Not nationally notifiable — This condition was not designated as being nationally notifiable.
NP: Nationally notifiable but not published — CDC does not have data because of changes in how conditions are categorized.
Cum: Cumulative year-to-date counts.
Max: Maximum — Maximum case count during the previous 52 weeks.
 Case counts for reporting years 2018 and 2019 are provisional and subject to change. Cases are assigned to the reporting jurisdiction submitting the case to NNDSS, if the case's country of usual residence is the US, a US territory, unknown, or null (i.e. country not reported); otherwise, the case is assigned to the 'Non-US Residents' category. For further information on interpretation of these data, see https://wwwn.cdc.gov/nndss/document/Users_guide_WONDER_tables_cleared_fi....
   † Previous 52 week maximum and cumulative YTD are determined from periods of time when the condition was reportable in the jurisdiction (i.e., may be less than 52 weeks of data or incomplete YTD data).","NNDSS - TABLE 1CC. Rabies, Animal to Rabies, Human (https://catalog.data.gov/dataset/9c9770c4-778a-4551-9bf9-a5997d2708bb) is licensed under U.S. Government Work (http://www.usa.gov/publicdomain/label/1.0/)","Centers for Disease Control and Prevention","[""2019"",""animal"",""human"",""nedss"",""netss"",""nndss"",""rabies"",""wonder""]","[""U.S. Department of Health & Human Services"",""U.S. Department of Health & Human Services"",""U.S. Department of Health & Human Services""]","[""57e1fb845f0ed8508c82a55a193f8610a6fa547a00049b7e1386bbeeff669aff.text.csv"",""ad9ece09cd27c10b26e0489693ea6a663de471d810468b26749ec3273beb305b.application.rdf+xml"",""bcd09d76ae68fa20e3ad44f4b88b02168a9d0e91302a85fa353d94b7ee333942.application.json""]"
"9ca61c93-a2e5-4021-902b-d125a9dc5d08","Retirement Insurance Applications Filed via the Internet - FY 2008-2011","This dataset provides monthly data at the national level from federal fiscal year 2008 - 2011 of Social Security Retirement Insurance applications filed via the Internet, and Social Security Retirement Insurance applications submitted via telephone, in person through a local SSA field office, or by mail that could be filed via the Internet.  Percentage of online applications is derived by dividing the number of retirement insurance applications filed via the Internet by the total number of retirement insurance applications that could be filed via the Internet.","Retirement Insurance Applications Filed via the Internet - FY 2008-2011 (https://catalog.data.gov/dataset/9ca61c93-a2e5-4021-902b-d125a9dc5d08) is licensed under CC0 1.0 (https://creativecommons.org/publicdomain/zero/1.0/)","Social Security Administration","[""online-application-for-retirement"",""online-retirement"",""online-retirement-services"",""percentage-of-total-applications-filed-online"",""retirement-applications"",""retirement-insurance-applications"",""social-security"",""social-security-administration"",""ssa"",""ssa-internet-services""]","[""Social Security Administration"",""Social Security Administration""]","[""9653988f006db1ff444452a86a1714844bf8b40c93d5b0c02444a0b2d83382c9.text.csv"",""a1d55338f65019782efef3bd606033c62e48e5c36bc5c6aab7e89ae0c800b366.application.vnd.openxmlformats-officedocument.spreadsheetml.sheet""]"
"9cbaebe4-f25f-48ec-b18d-9ec80cabef75","Hawaii Farmer's Markets","Buy Local It Matters at one of many neighborhood farmer's market throughout Hawaii.","Hawaii Farmer's Markets (https://catalog.data.gov/dataset/9cbaebe4-f25f-48ec-b18d-9ec80cabef75) is licensed under CC BY 3.0 (https://creativecommons.org/licenses/by/3.0/)","data.hawaii.gov","[""farmers-market"",""local-fruits"",""local-vegetables""]","[""State of Hawaii"",""State of Hawaii"",""State of Hawaii"",""State of Hawaii""]","[""d7161816ee1a2524fdfb11d4ecd7c0db26ca5e88f1eef19ac5c48dbda18f81b4.text.csv"",""d50074851f56a58ceb73c3dcb585723394be268112c3fc62dbe22a2882bab697.application.rdf+xml"",""863d626a525f786a888d4c00093516eff4b06484dc703125e8b6c0b1185de5e8.application.json"",""96847f2c660e5604a9051b0040b34a54c63228a45e0d52eb0538c0a3187297a7.text.xml""]"
"9cd2160d-058f-4c4a-813c-44591c34d839",Water,"Polygon feature representing photogrammetrically captured hydrographic information, including lakes, ponds, harbors, waterways, reservoirs, and hidden hydrography used to provide continuous topology. Last Updated 2008","Water (https://catalog.data.gov/dataset/9cd2160d-058f-4c4a-813c-44591c34d839) is licensed under CC BY 3.0 (https://creativecommons.org/licenses/by/3.0/)","data.baltimorecity.gov","[""map"",""shape"",""water""]","[""City of Baltimore"",""City of Baltimore""]","[""a47e70f371ecdea4231b357af782d7291f4e9d336dc67212dd25ae00b1c1bc73.application.json"",""4c97e1ef4d5b29b0d0a7a51229d00a1fbc958afa8e225631e2fde1c9d8e558ff.text.csv""]"
"9cd7c39b-1099-4ca6-b9de-dc374287640b","Exceptional Trees On Oahu","City & County exceptional tree database","Exceptional Trees On Oahu (https://catalog.data.gov/dataset/9cd7c39b-1099-4ca6-b9de-dc374287640b) is licensed under CC0 1.0 (https://creativecommons.org/publicdomain/zero/1.0/)","data.honolulu.gov","[]","[""City of Honolulu"",""City of Honolulu"",""City of Honolulu"",""City of Honolulu""]","[""dcd8b26b3ec846c65f07e940b4cd05ee5527a4afd31a242e1a42ecca6add168e.text.csv"",""f7bf5da22118f4badff35162dc71a65466912d99ee0376cd6bc97c59d36f272e.application.rdf+xml"",""29e2e4a2857aafd8020908d1866137417e0c17de57fc1331f38c611c6f4a2a0a.application.json"",""31e8b8b2af7df65bc6a82a560406e0000da2bb4edd4eaf65a79a6dfedbc547c0.text.xml""]"
